number,title,login
461,"HDDS-2910. OzoneManager startup failure with throwing unhelpful excep…","xiaoyuyao"
462," HDDS-2913 Update config names and CLI for multi-raft feature.","timmylicheng"
462," HDDS-2913 Update config names and CLI for multi-raft feature.","xiaoyuyao"
463,"HDDS-2898. build failure due to hadoop-hdds-client test","elek"
463,"HDDS-2898. build failure due to hadoop-hdds-client test","adoroszlai"
464,"HDDS-2902. execute_robot_test on unknown/unavailable container should fail acceptance test","adoroszlai"
464,"HDDS-2902. execute_robot_test on unknown/unavailable container should fail acceptance test","elek"
465,"HDDS-2915. Unit check passes despite Maven error","adoroszlai"
465,"HDDS-2915. Unit check passes despite Maven error","xiaoyuyao"
465,"HDDS-2915. Unit check passes despite Maven error","elek"
466,"HDDS-2869. Handle pipeline bootstrap from SCM and create pipeline use case in Recon.","avijayanhwx"
466,"HDDS-2869. Handle pipeline bootstrap from SCM and create pipeline use case in Recon.","adoroszlai"
466,"HDDS-2869. Handle pipeline bootstrap from SCM and create pipeline use case in Recon.","swagle"
466,"HDDS-2869. Handle pipeline bootstrap from SCM and create pipeline use case in Recon.","arp7"
467,"HDDS-2917. Add a different retry policy for watch requests.","bshashikant"
467,"HDDS-2917. Add a different retry policy for watch requests.","lokeshj1703"
468,"HDDS-2717. Handle chunk increments in datanode","adoroszlai"
469,"HDDS-2918. Increase timeout of safe-mode exit in acceptance tests","adoroszlai"
469,"HDDS-2918. Increase timeout of safe-mode exit in acceptance tests","elek"
46,"HDDS-2286. Add a log info in ozone client and scm to print the exclus…","swagle"
46,"HDDS-2286. Add a log info in ozone client and scm to print the exclus…","mukul1987"
46,"HDDS-2286. Add a log info in ozone client and scm to print the exclus…","adoroszlai"
470,"Revert ""HDDS-2188. Implement LocatedFileStatus & getFileBlockLocations to pro…""","avijayanhwx"
470,"Revert ""HDDS-2188. Implement LocatedFileStatus & getFileBlockLocations to pro…""","bharatviswa504"
471,"HDDS-2906. Added Unit Test Cases ofr CRLCodec","abhishekaypurohit"
471,"HDDS-2906. Added Unit Test Cases ofr CRLCodec","xiaoyuyao"
472,"HDDS-2920. Remove ozone ratis client specific config keys.","bharatviswa504"
472,"HDDS-2920. Remove ozone ratis client specific config keys.","bshashikant"
472,"HDDS-2920. Remove ozone ratis client specific config keys.","arp7"
473,"HDDS-2741. shell/_index.md translation","iamabug"
473,"HDDS-2741. shell/_index.md translation","xiaoyuyao"
474,"HDDS-2742. shell/Format.md translation","iamabug"
474,"HDDS-2742. shell/Format.md translation","xiaoyuyao"
475,"HDDS-2743. shell/VolumeCommands.md translation","iamabug"
475,"HDDS-2743. shell/VolumeCommands.md translation","xiaoyuyao"
475,"HDDS-2743. shell/VolumeCommands.md translation","adoroszlai"
476,"HDDS-2744. shell/BucketCommands.md translation","iamabug"
476,"HDDS-2744. shell/BucketCommands.md translation","xiaoyuyao"
476,"HDDS-2744. shell/BucketCommands.md translation","adoroszlai"
477,"HDDS-2745. shell/KeyCommands.md translation","iamabug"
477,"HDDS-2745. shell/KeyCommands.md translation","xiaoyuyao"
477,"HDDS-2745. shell/KeyCommands.md translation","adoroszlai"
478,"HDDS-2924. Fix Pipeline#nodeIdsHash collision issue.","xiaoyuyao"
478,"HDDS-2924. Fix Pipeline#nodeIdsHash collision issue.","timmylicheng"
478,"HDDS-2924. Fix Pipeline#nodeIdsHash collision issue.","anuengineer"
479,"HDDS-2925. Remove hdfs-client dependency from hdds-common","elek"
479,"HDDS-2925. Remove hdfs-client dependency from hdds-common","anuengineer"
479,"HDDS-2925. Remove hdfs-client dependency from hdds-common","adoroszlai"
47,"HDDS-2208. Propagate System Exceptions from OM transaction apply phase. Contributed by Supratim Deka","supratimdeka"
47,"HDDS-2208. Propagate System Exceptions from OM transaction apply phase. Contributed by Supratim Deka","anuengineer"
47,"HDDS-2208. Propagate System Exceptions from OM transaction apply phase. Contributed by Supratim Deka","elek"
47,"HDDS-2208. Propagate System Exceptions from OM transaction apply phase. Contributed by Supratim Deka","bharatviswa504"
480,"HDDS-2927. Cache EndPoint tasks instead of creating them all the time in RunningDatanodeState","linyiqun"
480,"HDDS-2927. Cache EndPoint tasks instead of creating them all the time in RunningDatanodeState","adoroszlai"
480,"HDDS-2927. Cache EndPoint tasks instead of creating them all the time in RunningDatanodeState","nandakumar131"
481,"HDDS-2926. Intermittent failure in TestRecon due to thread timing.","swagle"
481,"HDDS-2926. Intermittent failure in TestRecon due to thread timing.","adoroszlai"
481,"HDDS-2926. Intermittent failure in TestRecon due to thread timing.","avijayanhwx"
482,"Revert ""HDDS-2920. Remove ozone ratis client specific config keys.""","bshashikant"
483,"HDDS-2937. Document bucket encryption option in shell/BucketCommands.md.","xiaoyuyao"
483,"HDDS-2937. Document bucket encryption option in shell/BucketCommands.md.","dineshchitlangia"
483,"HDDS-2937. Document bucket encryption option in shell/BucketCommands.md.","dchitlangia"
484,"HDDS-2920. Remove ozone ratis client specific config keys.","bharatviswa504"
484,"HDDS-2920. Remove ozone ratis client specific config keys.","bshashikant"
485,"HDDS-2921. Remove ozone ratis server specific config keys","bharatviswa504"
485,"HDDS-2921. Remove ozone ratis server specific config keys","bshashikant"
486,"HDDS-2938. Use regex to match with ratis grpc properties when creating ratis server.","bharatviswa504"
486,"HDDS-2938. Use regex to match with ratis grpc properties when creating ratis server.","bshashikant"
487,"HDDS-2883. Change the default client settings accordingly with change in default chunk size.","bharatviswa504"
487,"HDDS-2883. Change the default client settings accordingly with change in default chunk size.","arp7"
487,"HDDS-2883. Change the default client settings accordingly with change in default chunk size.","adoroszlai"
488,"HDDS-2746. inteface/_index.md translation","iamabug"
488,"HDDS-2746. inteface/_index.md translation","xiaoyuyao"
489,"HDDS-2747. interface/JavaApi.md","iamabug"
489,"HDDS-2747. interface/JavaApi.md","xiaoyuyao"
48,"HDDS-2318. Avoid proto::tostring in preconditions to save CPU cycles.","bharatviswa504"
48,"HDDS-2318. Avoid proto::tostring in preconditions to save CPU cycles.","arp7"
48,"HDDS-2318. Avoid proto::tostring in preconditions to save CPU cycles.","anuengineer"
490,"HDDS-2916. OM HA cli getserviceroles not working.","bharatviswa504"
490,"HDDS-2916. OM HA cli getserviceroles not working.","arp7"
491,"HDDS-2748. interface/OzoneFS.md translation","iamabug"
491,"HDDS-2748. interface/OzoneFS.md translation","xiaoyuyao"
492,"HDDS-1335. Add basic UI for showing missing containers and keys","vivekratnavel"
492,"HDDS-1335. Add basic UI for showing missing containers and keys","anuengineer"
492,"HDDS-1335. Add basic UI for showing missing containers and keys","elek"
493,"HDDS-2749. interface/S3.md translation","iamabug"
493,"HDDS-2749. interface/S3.md translation","xiaoyuyao"
494,"HDDS-2758. gdpr/_index.md translation","iamabug"
494,"HDDS-2758. gdpr/_index.md translation","xiaoyuyao"
495,"HDDS-2759. gdpr/GDPR in Ozone.md translation","iamabug"
495,"HDDS-2759. gdpr/GDPR in Ozone.md translation","xiaoyuyao"
496,"HDDS-2789. concept/_index.md translation","iamabug"
496,"HDDS-2789. concept/_index.md translation","xiaoyuyao"
497,"HDDS-2790. concept/Overview.md translation","iamabug"
497,"HDDS-2790. concept/Overview.md translation","xiaoyuyao"
498,"HDDS-2940. mkdir : create key table entries for intermediate directories in the path","supratimdeka"
498,"HDDS-2940. mkdir : create key table entries for intermediate directories in the path","hanishakoneru"
498,"HDDS-2940. mkdir : create key table entries for intermediate directories in the path","mukul1987"
498,"HDDS-2940. mkdir : create key table entries for intermediate directories in the path","avijayanhwx"
499,"HDDS-2855. Recon getContainers API should return a maximum of 1000 co…","vivekratnavel"
499,"HDDS-2855. Recon getContainers API should return a maximum of 1000 co…","avijayanhwx"
499,"HDDS-2855. Recon getContainers API should return a maximum of 1000 co…","elek"
49,"HDDS-2310. Add support to add ozone ranger plugin to Ozone Manager cl…","vivekratnavel"
49,"HDDS-2310. Add support to add ozone ranger plugin to Ozone Manager cl…","avijayanhwx"
49,"HDDS-2310. Add support to add ozone ranger plugin to Ozone Manager cl…","anuengineer"
49,"HDDS-2310. Add support to add ozone ranger plugin to Ozone Manager cl…","bharatviswa504"
4,"HDDS-2071. Support filters in ozone insight point","elek"
4,"HDDS-2071. Support filters in ozone insight point","xiaoyuyao"
4,"HDDS-2071. Support filters in ozone insight point","adoroszlai"
500,"HDDS-2931. Recon integration test should use ephemeral port for HTTP server.","swagle"
500,"HDDS-2931. Recon integration test should use ephemeral port for HTTP server.","avijayanhwx"
500,"HDDS-2931. Recon integration test should use ephemeral port for HTTP server.","adoroszlai"
501,"HDDS-2944. Handle replay of KeyCommitRequest and DirectoryCreateRequest","hanishakoneru"
501,"HDDS-2944. Handle replay of KeyCommitRequest and DirectoryCreateRequest","bharatviswa504"
501,"HDDS-2944. Handle replay of KeyCommitRequest and DirectoryCreateRequest","arp7"
502,"HDDS-2955. Unnecessary log messages in DBStoreBuilder","adoroszlai"
502,"HDDS-2955. Unnecessary log messages in DBStoreBuilder","avijayanhwx"
502,"HDDS-2955. Unnecessary log messages in DBStoreBuilder","anuengineer"
502,"HDDS-2955. Unnecessary log messages in DBStoreBuilder","xiaoyuyao"
503,"HDDS-2850. Handle Create container use case in Recon.","avijayanhwx"
503,"HDDS-2850. Handle Create container use case in Recon.","adoroszlai"
503,"HDDS-2850. Handle Create container use case in Recon.","nandakumar131"
503,"HDDS-2850. Handle Create container use case in Recon.","swagle"
504,"HDDS-2953. Handle replay of S3 requests","hanishakoneru"
504,"HDDS-2953. Handle replay of S3 requests","bharatviswa504"
505,"HDDS-2956. Handle Replay of AllocateBlock request","hanishakoneru"
505,"HDDS-2956. Handle Replay of AllocateBlock request","bharatviswa504"
506,"HDDS-2952. Ensure ozone manager service user is part of ozone.adminis…","xiaoyuyao"
506,"HDDS-2952. Ensure ozone manager service user is part of ozone.adminis…","anuengineer"
507,"HDDS-2936. Hive queries fail at readFully","bshashikant"
507,"HDDS-2936. Hive queries fail at readFully","adoroszlai"
507,"HDDS-2936. Hive queries fail at readFully","bharatviswa504"
507,"HDDS-2936. Hive queries fail at readFully","fapifta"
507,"HDDS-2936. Hive queries fail at readFully","mukul1987"
507,"HDDS-2936. Hive queries fail at readFully","lokeshj1703"
508,"HDDS-2950. Upgrade jetty to the latest 9.4 release","elek"
508,"HDDS-2950. Upgrade jetty to the latest 9.4 release","arp7"
508,"HDDS-2950. Upgrade jetty to the latest 9.4 release","smengcl"
508,"HDDS-2950. Upgrade jetty to the latest 9.4 release","xiaoyuyao"
509,"HDDS-2960. Collect output of crashed tests","adoroszlai"
509,"HDDS-2960. Collect output of crashed tests","elek"
50,"HDDS-2131. Optimize replication type and creation time calculation in S3 MPU list call.","swagle"
50,"HDDS-2131. Optimize replication type and creation time calculation in S3 MPU list call.","bharatviswa504"
50,"HDDS-2131. Optimize replication type and creation time calculation in S3 MPU list call.","anuengineer"
510,"HDDS-2958. Handle replay of OM Volume ACL requests","hanishakoneru"
510,"HDDS-2958. Handle replay of OM Volume ACL requests","arp7"
510,"HDDS-2958. Handle replay of OM Volume ACL requests","bharatviswa504"
511,"HDDS-2665. Merge master to HDDS-2665-ofs branch","smengcl"
511,"HDDS-2665. Merge master to HDDS-2665-ofs branch","xiaoyuyao"
511,"HDDS-2665. Merge master to HDDS-2665-ofs branch","arp7"
511,"HDDS-2665. Merge master to HDDS-2665-ofs branch","avijayanhwx"
511,"HDDS-2665. Merge master to HDDS-2665-ofs branch","hanishakoneru"
511,"HDDS-2665. Merge master to HDDS-2665-ofs branch","bharatviswa504"
511,"HDDS-2665. Merge master to HDDS-2665-ofs branch","iamabug"
511,"HDDS-2665. Merge master to HDDS-2665-ofs branch","cxorm"
511,"HDDS-2665. Merge master to HDDS-2665-ofs branch","vivekratnavel"
511,"HDDS-2665. Merge master to HDDS-2665-ofs branch","elek"
511,"HDDS-2665. Merge master to HDDS-2665-ofs branch","adoroszlai"
511,"HDDS-2665. Merge master to HDDS-2665-ofs branch","ChenSammi"
511,"HDDS-2665. Merge master to HDDS-2665-ofs branch","linyiqun"
511,"HDDS-2665. Merge master to HDDS-2665-ofs branch","maobaolong"
511,"HDDS-2665. Merge master to HDDS-2665-ofs branch","mbsharp"
511,"HDDS-2665. Merge master to HDDS-2665-ofs branch","bshashikant"
511,"HDDS-2665. Merge master to HDDS-2665-ofs branch","abhishekaypurohit"
511,"HDDS-2665. Merge master to HDDS-2665-ofs branch","swagle"
511,"HDDS-2665. Merge master to HDDS-2665-ofs branch","dineshchitlangia"
512,"HDDS-2959. Handle replay of OM Key ACL requests","hanishakoneru"
512,"HDDS-2959. Handle replay of OM Key ACL requests","arp7"
512,"HDDS-2959. Handle replay of OM Key ACL requests","bharatviswa504"
513,"HDDS-2962. Handle replay of OM Prefix ACL requests","hanishakoneru"
513,"HDDS-2962. Handle replay of OM Prefix ACL requests","arp7"
514,"HDDS-2957. listBuckets result should include the exact match of bucketPrefix","smengcl"
514,"HDDS-2957. listBuckets result should include the exact match of bucketPrefix","cxorm"
515,"HDDS-2972. Any container replication error can terminate SCM service.","linyiqun"
515,"HDDS-2972. Any container replication error can terminate SCM service.","elek"
516,"HDDS-2923 Add fall-back protection for rack awareness in pipeline creation.","timmylicheng"
516,"HDDS-2923 Add fall-back protection for rack awareness in pipeline creation.","ChenSammi"
516,"HDDS-2923 Add fall-back protection for rack awareness in pipeline creation.","xiaoyuyao"
517,"HDDS-2973. Fix root deletion logic in delete API.","ayushtkn"
517,"HDDS-2973. Fix root deletion logic in delete API.","anuengineer"
518,"HDDS-2791. concept/OzoneManager.md translation","iamabug"
518,"HDDS-2791. concept/OzoneManager.md translation","xiaoyuyao"
518,"HDDS-2791. concept/OzoneManager.md translation","adoroszlai"
519,"HDDS-2792. concept/Hdds.md translation","iamabug"
519,"HDDS-2792. concept/Hdds.md translation","xiaoyuyao"
519,"HDDS-2792. concept/Hdds.md translation","adoroszlai"
51,"HDDS-2311. Fix logic of RetryPolicy in OzoneClientSideTranslatorPB.","hanishakoneru"
51,"HDDS-2311. Fix logic of RetryPolicy in OzoneClientSideTranslatorPB.","dineshchitlangia"
51,"HDDS-2311. Fix logic of RetryPolicy in OzoneClientSideTranslatorPB.","bharatviswa504"
520,"HDDS-2793. concept/Datanodes.md translation","iamabug"
520,"HDDS-2793. concept/Datanodes.md translation","xiaoyuyao"
520,"HDDS-2793. concept/Datanodes.md translation","hanishakoneru"
520,"HDDS-2793. concept/Datanodes.md translation","adoroszlai"
520,"HDDS-2793. concept/Datanodes.md translation","elek"
521,"HDDS-2592 Add Datanode command to allow the datanode to persist its admin state","sodonnel"
521,"HDDS-2592 Add Datanode command to allow the datanode to persist its admin state","elek"
521,"HDDS-2592 Add Datanode command to allow the datanode to persist its admin state","anuengineer"
522,"HDDS-2975. Print Freon summary to log in non-interactive mode","adoroszlai"
522,"HDDS-2975. Print Freon summary to log in non-interactive mode","anuengineer"
522,"HDDS-2975. Print Freon summary to log in non-interactive mode","elek"
523,"HDDS-2796. beyond/_index.md translation","iamabug"
523,"HDDS-2796. beyond/_index.md translation","cxorm"
523,"HDDS-2796. beyond/_index.md translation","adoroszlai"
523,"HDDS-2796. beyond/_index.md translation","elek"
524,"HDDS-2797. beyond/RunningWithHDFS.md translation","iamabug"
524,"HDDS-2797. beyond/RunningWithHDFS.md translation","xiaoyuyao"
524,"HDDS-2797. beyond/RunningWithHDFS.md translation","cxorm"
524,"HDDS-2797. beyond/RunningWithHDFS.md translation","adoroszlai"
524,"HDDS-2797. beyond/RunningWithHDFS.md translation","elek"
525,"HDDS-2798. beyond/Containers.md translation","iamabug"
525,"HDDS-2798. beyond/Containers.md translation","elek"
525,"HDDS-2798. beyond/Containers.md translation","smengcl"
525,"HDDS-2798. beyond/Containers.md translation","cxorm"
525,"HDDS-2798. beyond/Containers.md translation","adoroszlai"
526,"HDDS-2799. beyond/DockerCheatSheet.md translation","iamabug"
526,"HDDS-2799. beyond/DockerCheatSheet.md translation","elek"
526,"HDDS-2799. beyond/DockerCheatSheet.md translation","smengcl"
526,"HDDS-2799. beyond/DockerCheatSheet.md translation","adoroszlai"
526,"HDDS-2799. beyond/DockerCheatSheet.md translation","web-flow"
527,"HDDS-2977. ozonesecure acceptance test fails due to unexpected error message","adoroszlai"
527,"HDDS-2977. ozonesecure acceptance test fails due to unexpected error message","xiaoyuyao"
528,"HDDS-2979. Implement ofs://: Fix getFileStatus for mkdir volume","smengcl"
528,"HDDS-2979. Implement ofs://: Fix getFileStatus for mkdir volume","xiaoyuyao"
529,"HDDS-2982. Recon server start failed with CNF exception in a cluster …","avijayanhwx"
529,"HDDS-2982. Recon server start failed with CNF exception in a cluster …","mukul1987"
529,"HDDS-2982. Recon server start failed with CNF exception in a cluster …","adoroszlai"
529,"HDDS-2982. Recon server start failed with CNF exception in a cluster …","swagle"
529,"HDDS-2982. Recon server start failed with CNF exception in a cluster …","bharatviswa504"
52,"HDDS-2326. Http server of Freon is not started for new Freon tests","elek"
52,"HDDS-2326. Http server of Freon is not started for new Freon tests","bharatviswa504"
52,"HDDS-2326. Http server of Freon is not started for new Freon tests","adoroszlai"
530,"HDDS-2983. Acceptance test failures due to lack of disk space","adoroszlai"
530,"HDDS-2983. Acceptance test failures due to lack of disk space","xiaoyuyao"
531,"Fix both acceptance test failures","adoroszlai"
532,"HDDS-2892 Fixed typo in createClientRequest of OzoneManagerRatisUtils","HorizonNet"
532,"HDDS-2892 Fixed typo in createClientRequest of OzoneManagerRatisUtils","anuengineer"
533,"HDDS-2041. Don't depend on DFSUtil to check HTTP policy.","xiaoyuyao"
533,"HDDS-2041. Don't depend on DFSUtil to check HTTP policy.","vivekratnavel"
533,"HDDS-2041. Don't depend on DFSUtil to check HTTP policy.","avijayanhwx"
533,"HDDS-2041. Don't depend on DFSUtil to check HTTP policy.","elek"
534,"HDDS-2987. Add metrics to OM DoubleBuffer.","bharatviswa504"
534,"HDDS-2987. Add metrics to OM DoubleBuffer.","elek"
534,"HDDS-2987. Add metrics to OM DoubleBuffer.","avijayanhwx"
535,"HDDS-2946. Rename audit log should contain both srcKey and dstKey not just key","fapifta"
535,"HDDS-2946. Rename audit log should contain both srcKey and dstKey not just key","elek"
535,"HDDS-2946. Rename audit log should contain both srcKey and dstKey not just key","adoroszlai"
536,"HDDS-2988. Use getPropertiesByPrefix instead of regex in matching ratis client and server properties.","bharatviswa504"
536,"HDDS-2988. Use getPropertiesByPrefix instead of regex in matching ratis client and server properties.","elek"
536,"HDDS-2988. Use getPropertiesByPrefix instead of regex in matching ratis client and server properties.","anuengineer"
537,"HDDS-2990. Set the default value of grpc flow control window for ratis client and ratis server","bharatviswa504"
537,"HDDS-2990. Set the default value of grpc flow control window for ratis client and ratis server","bshashikant"
537,"HDDS-2990. Set the default value of grpc flow control window for ratis client and ratis server","arp7"
538,"HDDS-1564 Multiraft support","timmylicheng"
538,"HDDS-1564 Multiraft support","anuengineer"
538,"HDDS-1564 Multiraft support","ChenSammi"
538,"HDDS-1564 Multiraft support","xiaoyuyao"
539,"HDDS-2992. Handle existing volume/bucket in contract tests","adoroszlai"
539,"HDDS-2992. Handle existing volume/bucket in contract tests","elek"
53,"HDDS-2330. Random key generator can get stuck","adoroszlai"
53,"HDDS-2330. Random key generator can get stuck","arp7"
540,"HDDS-2914. Certain Hive queries started to fail on generating splits","avijayanhwx"
540,"HDDS-2914. Certain Hive queries started to fail on generating splits","bharatviswa504"
541,"Pr test2","elek"
541,"Pr test2","web-flow"
542,"HDDS-2974. Create Freon test to test isolated Ratis Follower","elek"
542,"HDDS-2974. Create Freon test to test isolated Ratis Follower","adoroszlai"
542,"HDDS-2974. Create Freon test to test isolated Ratis Follower","web-flow"
543,"HDDS-2997. Support github comment based commands","elek"
543,"HDDS-2997. Support github comment based commands","adoroszlai"
543,"HDDS-2997. Support github comment based commands","web-flow"
544,"HDDS-2999. Move server-related shared utilities from common to framework","elek"
544,"HDDS-2999. Move server-related shared utilities from common to framework","adoroszlai"
544,"HDDS-2999. Move server-related shared utilities from common to framework","web-flow"
545,"HDDS-3000. Update guava version to 28.2-jre.","jojochuang"
545,"HDDS-3000. Update guava version to 28.2-jre.","elek"
546,"HDDS-2847. Add Recon tasks for tracking missing containers (FSCK) and syncing deleted pipelines from SCM.","avijayanhwx"
546,"HDDS-2847. Add Recon tasks for tracking missing containers (FSCK) and syncing deleted pipelines from SCM.","vivekratnavel"
546,"HDDS-2847. Add Recon tasks for tracking missing containers (FSCK) and syncing deleted pipelines from SCM.","swagle"
546,"HDDS-2847. Add Recon tasks for tracking missing containers (FSCK) and syncing deleted pipelines from SCM.","adoroszlai"
546,"HDDS-2847. Add Recon tasks for tracking missing containers (FSCK) and syncing deleted pipelines from SCM.","arp7"
547,"HDDS-2928. Implement ofs://: listStatus","smengcl"
547,"HDDS-2928. Implement ofs://: listStatus","xiaoyuyao"
548,"HDDS-3027. Moved logs to use parameterized log syntax instead of String concatenation","HorizonNet"
548,"HDDS-3027. Moved logs to use parameterized log syntax instead of String concatenation","elek"
549,"Revert ""HDDS-2914. Certain Hive queries started to fail on generating splits""","avijayanhwx"
54,"HDDS-2281. ContainerStateMachine#handleWriteChunk should ignore close container exception","bshashikant"
54,"HDDS-2281. ContainerStateMachine#handleWriteChunk should ignore close container exception","anuengineer"
54,"HDDS-2281. ContainerStateMachine#handleWriteChunk should ignore close container exception","elek"
54,"HDDS-2281. ContainerStateMachine#handleWriteChunk should ignore close container exception","mukul1987"
550,"HDDS-3007 Fix CI test failure for TestSCMNodeManager.","timmylicheng"
550,"HDDS-3007 Fix CI test failure for TestSCMNodeManager.","xiaoyuyao"
550,"HDDS-3007 Fix CI test failure for TestSCMNodeManager.","ChenSammi"
551,"HDDS-2717. Handle chunk increments in datanode","adoroszlai"
551,"HDDS-2717. Handle chunk increments in datanode","bshashikant"
551,"HDDS-2717. Handle chunk increments in datanode","elek"
551,"HDDS-2717. Handle chunk increments in datanode","arp7"
551,"HDDS-2717. Handle chunk increments in datanode","lokeshj1703"
552,"HDDS-3020. Fix TestOzoneClientRetriesOnException.java","bshashikant"
552,"HDDS-3020. Fix TestOzoneClientRetriesOnException.java","adoroszlai"
553,"HDDS-3021. Ozone S3 CLI path command not working on HA cluster.","bharatviswa504"
553,"HDDS-3021. Ozone S3 CLI path command not working on HA cluster.","adoroszlai"
553,"HDDS-3021. Ozone S3 CLI path command not working on HA cluster.","elek"
554,"HDDS-3019. Fix TestContainerStateMachine.java","bshashikant"
554,"HDDS-3019. Fix TestContainerStateMachine.java","adoroszlai"
555,"HDDS-3023. Create Freon test to test isolated Ratis LEADER","elek"
555,"HDDS-3023. Create Freon test to test isolated Ratis LEADER","arp7"
556,"HDDS-3018. Fix TestContainerStateMachineFailures.java","bshashikant"
556,"HDDS-3018. Fix TestContainerStateMachineFailures.java","adoroszlai"
556,"HDDS-3018. Fix TestContainerStateMachineFailures.java","timmylicheng"
557,"HDDS-3012. Fix TestCommitWatcher.java","bshashikant"
557,"HDDS-3012. Fix TestCommitWatcher.java","adoroszlai"
558,"HDDS-3017. Fix TestGetCommittedBlockLengthAndPutKey.java","bshashikant"
558,"HDDS-3017. Fix TestGetCommittedBlockLengthAndPutKey.java","adoroszlai"
559,"HDDS-3024. README is missing from the source release tar","elek"
559,"HDDS-3024. README is missing from the source release tar","adoroszlai"
559,"HDDS-3024. README is missing from the source release tar","web-flow"
55,"HDDS-2292. Create Ozone specific README.md to the new hadoop-ozone re…","elek"
55,"HDDS-2292. Create Ozone specific README.md to the new hadoop-ozone re…","anuengineer"
55,"HDDS-2292. Create Ozone specific README.md to the new hadoop-ozone re…","arp7"
55,"HDDS-2292. Create Ozone specific README.md to the new hadoop-ozone re…","adoroszlai"
560,"HDDS-3025. Fix fail to connect to s3g by http://ip:port","runzhiwang"
560,"HDDS-3025. Fix fail to connect to s3g by http://ip:port","elek"
561,"HDDS-3028. Use own version from InterfaceAudience/Stability version","elek"
561,"HDDS-3028. Use own version from InterfaceAudience/Stability version","adoroszlai"
562,"HDDS-3015. Fix Test2WayCommitInRatis.java","bshashikant"
562,"HDDS-3015. Fix Test2WayCommitInRatis.java","adoroszlai"
563,"HDDS-2914. Certain Hive queries started to fail on generating splits","fapifta"
563,"HDDS-2914. Certain Hive queries started to fail on generating splits","avijayanhwx"
564,"HDDS-3031. OM HA- Client requests get LeaderNotReadyException after OM's restart.","bharatviswa504"
564,"HDDS-3031. OM HA- Client requests get LeaderNotReadyException after OM's restart.","hanishakoneru"
565,"HDDS-3030. Key Rename should preserve the ObjectID.","bharatviswa504"
565,"HDDS-3030. Key Rename should preserve the ObjectID.","hanishakoneru"
566,"HDDS-3034. Broken return code check in unit/integration","adoroszlai"
566,"HDDS-3034. Broken return code check in unit/integration","elek"
566,"HDDS-3034. Broken return code check in unit/integration","web-flow"
567,"HDDS-3037. Hide self ad jooq message.","swagle"
567,"HDDS-3037. Hide self ad jooq message.","avijayanhwx"
568,"HDDS-3040. Update Ratis version to 0.5.0 released.","xiaoyuyao"
568,"HDDS-3040. Update Ratis version to 0.5.0 released.","adoroszlai"
569,"HDDS-3209. Recon should persist Node metadata.","avijayanhwx"
569,"HDDS-3209. Recon should persist Node metadata.","adoroszlai"
56,"HDDS-2880. HddsUtils#CheckForException should not return null in case the ratis exception cause is not set","bshashikant"
570,"HDDS-3035. Add ability to enable Ratis metrics in OzoneManager.","swagle"
570,"HDDS-3035. Add ability to enable Ratis metrics in OzoneManager.","avijayanhwx"
571,"HDDS-3042. Support running full Ratis pipeline from IDE (IntelliJ)","elek"
571,"HDDS-3042. Support running full Ratis pipeline from IDE (IntelliJ)","adoroszlai"
571,"HDDS-3042. Support running full Ratis pipeline from IDE (IntelliJ)","xiaoyuyao"
572,"HDDS-3045. Integration test crashes due to ReconServer NPE","adoroszlai"
572,"HDDS-3045. Integration test crashes due to ReconServer NPE","avijayanhwx"
573,"HDDS-3016. Fix TestMultiBlockWritesWithDnFailures.java.","bshashikant"
573,"HDDS-3016. Fix TestMultiBlockWritesWithDnFailures.java.","adoroszlai"
574,"HDDS-3044. Fix TestDeleteWithSlowFollower.java.","bshashikant"
574,"HDDS-3044. Fix TestDeleteWithSlowFollower.java.","adoroszlai"
574,"HDDS-3044. Fix TestDeleteWithSlowFollower.java.","web-flow"
575,"HDDS-3046. Fix Retry handling in Rpc Client.","bharatviswa504"
575,"HDDS-3046. Fix Retry handling in Rpc Client.","hanishakoneru"
576,"HDDS-2716. Add integration test to verify pipeline closed on read statemachine failure","swagle"
576,"HDDS-2716. Add integration test to verify pipeline closed on read statemachine failure","adoroszlai"
576,"HDDS-2716. Add integration test to verify pipeline closed on read statemachine failure","bshashikant"
576,"HDDS-2716. Add integration test to verify pipeline closed on read statemachine failure","web-flow"
577,"HDDS-3051. Periodic HDDS volume checker thread should be a daemon","elek"
577,"HDDS-3051. Periodic HDDS volume checker thread should be a daemon","adoroszlai"
578,"HDDS-3053. Decrease the number of the chunk writer threads","elek"
578,"HDDS-3053. Decrease the number of the chunk writer threads","bshashikant"
578,"HDDS-3053. Decrease the number of the chunk writer threads","xiaoyuyao"
578,"HDDS-3053. Decrease the number of the chunk writer threads","arp7"
578,"HDDS-3053. Decrease the number of the chunk writer threads","bharatviswa504"
578,"HDDS-3053. Decrease the number of the chunk writer threads","adoroszlai"
579,"HDDS-3050. Use meaningful name for ChunkWriter threads","elek"
579,"HDDS-3050. Use meaningful name for ChunkWriter threads","bharatviswa504"
57,"HDDS-2280. HddsUtils#CheckForException should not return null in case the ratis exception cause is not set ","bshashikant"
57,"HDDS-2280. HddsUtils#CheckForException should not return null in case the ratis exception cause is not set ","mukul1987"
57,"HDDS-2280. HddsUtils#CheckForException should not return null in case the ratis exception cause is not set ","bharatviswa504"
580,"HDDS-3052. Test ChunkManagerImpl performance with long-running freon tests.","elek"
